2026-03-25T04:20:12|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/361|Fix #360: Tier 4 expert-form simulation on STAR
2026-03-25T04:20:14|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/360|Run Tier 4: Expert-form simulation on STAR (all 3 rounds, compare with Piotrek)
2026-03-27T05:57:05|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/355|Fix #352: KubeCon IDP v8 — greenfield IDP design
2026-03-23T22:49:59|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/342|Fix #340: full architecture teams (retry after TeamDelete fix)
2026-03-23T22:50:00|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/340|Experiment: DayTrader FULL architecture teams — pairwise + 3 passes + peer debate + 7 rounds
2026-03-23T03:24:29|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/326|Fix #323: question-based lenses vs default on DayTrader
2026-03-23T03:24:31|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/323|Experiment: question-based lenses vs default on DayTrader (tests F88 — same task prompt)
2026-03-23T02:00:59|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/322|Fix #313: auto-enriched lenses vs default on DayTrader
2026-03-23T02:01:01|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/313|Experiment: auto-enriched lenses vs default lenses on DayTrader (tests F75/F76/F77)
2026-03-22T21:10:56|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/306|Fix #304: DayTrader v3 — rich knowledge base experiment
2026-03-22T21:10:58|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/304|Run DayTrader v3: rich knowledge base (curated architecture docs + decomposition papers)
2026-03-22T18:20:24|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/303|Fix #302: complete CheckEval — gemini, gpt4o, o3 for DayTrader v2 + DeepFRI v6
2026-03-22T18:20:26|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/302|Run missing CheckEval judges on VM: DayTrader v2 + DeepFRI v6 (gemini, gpt4o, o3)
2026-03-21T14:31:40|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/291|Fix #290: CheckEval on v1 plans — teams vs simple with rich context
2026-03-21T14:31:42|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/290|CheckEval: run binary checklist on Piotrek v1 plans (rich context, teams 95.8%)
2026-03-17T18:48:02|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/107|Fix #106: Add celebration entry to agent-collaboration-test.txt
2026-03-17T18:32:50|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/105|fix: embed token refresh in PR creation and merge commands
2026-03-17T17:46:44|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/104|Fix #103: Add celebration entry to agent-collaboration-test.txt
2026-03-17T17:38:39|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/102|fix: separate merge from PR creation, enforce turn-based workflow
